TYPE;NAVIGATIONPATH;EXTERNALKEY;Artikelname (KOM --> Übersetzung);Produkttext Shop (KOM --> Übersetzung);Anbau - übersetzen (KOM);Einkauf & Logistik - übersetzen (KOM);Produzierende - übersetzen (KOM);Verarbeitung - übersetzen (KOM);Nachhaltigkeit & Transparenz (KOM);Verwendung & Zubereitung (KOM --> Übersetzung);Aufbewahrung & Haltbarkeit (KOM --> Übersetzung);Herkunft (KOM);Category ID Shopware (Kategorien)
Artikel;Direktversand > Frischprodukte > Gemüse > Gemüse - weiteres;1020566;Blumenkohl und Brokkoli;Paket mit frischem Blumenkohl und Brokkoli vom Biohof Fluofeld in Oberarth. Auf dem Hof von Familie Reichmuth wachsen eine Vielzahl an Gemüse und Früchte. Der Betrieb ist unter anderem für unser Gemüseabo verantwortlich. Sie erhalten je 3 Kilo Blumenkohl und Brokkoli.;;;;;;;;Schweiz;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Weitere Non-Food;1019162;Bodhgaya / Melina Mulas;;;;;;;;;;
Produkt;Direktversand > Trockenprodukte > Grundnahrungsmittel;Direktversand_Trockenprodukte_Grundnahrungsmittel_0_Bohnen;;;;;;;;;;;
Produkt;Direktversand > Frischprodukte > Gemüse;Direktversand_Frischprodukte_Gemuese_0_Bohnenfrisch;;;;;;;;;;;
Artikel;Direktversand > Frischprodukte > Gemüse > Bohnen (frisch);1018978;Bohnen;Frische Bohnen vom Hof von Klaus und Monika Böhler in Seuzach. Die Buschbohnen haben einen frischen, intensiven Geschmack. Familie Böhler baut sie biodynamisch an.;;;;;;;Im Gemüsefach des Kühlschranks bleiben die Bohnen etwa eine Woche lang knackig. Bewahren Sie die Bohnen dafür in einer Dose oder Plastiksack auf. Für längere Aufbewahrung blanchieren, eiskalt abschrecken und dann einfrieren. Zum Auftauen können Sie die Bohnen direkt in kochendes Wasser geben.;Schweiz;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Gemüse;1020463;Bohnen;;;;;;;;;;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Gemüse;1019323;Bohnen;;;;;;;;;;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Gemüse;1020464;Bohnen;;;;;;;;;Schweiz;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1018098;Bon cadeau 100.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1018096;Bon cadeau 20.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1018099;Bon cadeau 200.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1018097;Bon cadeau 50.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1018100;Bon cadeau 500.-;Schenken Sie etwas Sinnvolles und Feines! Mit einem Gutschein für einen Einkauf bei uns können sich die Beschenkten selber etwas aus unserem Sortiment aussuchen. Sie können wählen, ob Sie den Gutschein per Email selbst erhalten bzw. versenden lassen möchten, oder ob wir Ihnen einen physischen Gutschein per Post zustellen sollen. Unsere Gutscheine sind 1 Jahr lang gültig.;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Grundnahrungsmittel > Grundnahrungsmittel - weitere;1022340;Gemüsebouillon;Bouillonpaste produziert von Foodoo aus aussortiertem Gemüse, das sich im Grosshandel nicht rentabel vermarkten lässt. Das Ziel des Teams um den Gründer Mirko Buri ist es, den Food Waste der Schweizer Landwirtschaft zu reduzieren. Die Bouillonpaste enthält weder Zucker noch Glucose oder Geschmacksverstärker und ist enorm ergiebig. Bereits 20 Gramm reichen für einen Liter Bouillon. Ideal für Suppen, Saucen, Risotto und alles, was mehr Geschmack verträgt als einfach nur Salz. Sie erhalten die Bouillon in einem Glas à 900 Gramm.;;;;;;;Sie können die Paste bei Zimmertemperatur aufbewahren. Aufgrund ihrer Herstellungsart ist sie mindestens 1 Jahr lang haltbar und sollte auch über das auf der Packung angegebene Datum hinaus nicht verderben. Das gilt auch für geöffnete Gläser.;Schweiz;Fleisch & Käse, Gewürze, Vegane Alternativen, Vorrat
Artikel;Direktversand > Frischprodukte > verarbeitete pflanzliche Produkte;1022003;Gemüsebouillon;Bouillonpaste produziert von Foodoo aus aussortiertem Gemüse, das sich im Grosshandel nicht rentabel vermarkten lässt. Das Ziel des Teams um den Gründer Mirko Buri ist es, den Food Waste der Schweizer Landwirtschaft zu reduzieren. Die Bouillonpaste enthält weder Zucker noch Glucose oder Geschmacksverstärker und ist enorm ergiebig. Bereits 20 Gramm reichen für einen Liter Bouillon. Ideal für Suppen, Saucen, Risotto und alles, was mehr Geschmack verträgt als einfach nur Salz. Sie erhalten die Bouillon in zwei Gläsern à 900 Gramm.;;;;;;;Sie können die Paste bei Zimmertemperatur aufbewahren. Aufgrund ihrer Herstellungsart ist sie mindestens 1 Jahr lang haltbar und sollte auch über das auf der Packung angegebene Datum hinaus nicht verderben. Das gilt auch für geöffnete Gläser.;Schweiz;Fleisch & Käse, Gewürze, Vegane Alternativen, Vorrat
Produktbereich;Direktversand > Trockenprodukte;Direktversand_Trockenprodukte_BrotaufstricheNussmuse;;;;;;;;;;;
Artikel;Direktversand > Frischprodukte > Gemüse > Gemüse - weiteres;1019006;Brunnenkresse;Traditionell angebaute Bio-Brunnenkresse aus Wynau. Die Kresse wächst seit 1905 westlich des Bahnhofs Roggwil-Wynau in stets fliessendem, klaren Quellwasser. Der Betrieb liegt teilweise in einem Naturschutzgebiet, weshalb der Anbau der Brunnenkresse seit jeher von Hand und ohne Dünge- und Pflanzenschutzmittel erfolgt. Mit ihrem frischen, würzigen und leicht scharfen Geschmack eignet sich die Brunnenkresse für Salat oder als Gewürz, für Suppen oder Pesto.;;;;;;;Im Gemüsefach des Kühlschranks bleibt die Brunnenkresse etwa 5 Tage frisch. Achten Sie darauf, dass sie nicht austrocknet. Bewahren Sie dafür die Kresse in einer Dose oder Plastiksack auf. Sie können die Kresse auch kurz blanchieren und dann einfrieren.;Schweiz;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Milchprodukte;1019768;Büffelkäse;Mischpaket mit 3.5 Kilo Büffelkäse von der Käserei Berglinde in Buttwil. Das Paket enthält jeweils mindestens 1.8 Kilo halbharten Büffelkäse, 1.2 Kilo Weissschimmelkäse, 2 Weichkäse à 200 Gramm sowie 2 bis 3 Weissschimmel-Rahmkäse à 90 Gramm. Alle Käsesorten sind handgeschöpft und ausschliesslich aus Bio-Büffelmilch hergestellt. Die Wasserbüffel beweiden Auenschutzgebiete an der Reuss in der Region um die Gemeinde Sins und verhindern damit die Verlandung und Verbuschung der Auen.;;;;;;;Im Kühlschrank gelagert ist der Käse mindestens einen Monat lang haltbar. Wickeln Sie dazu den Käse in Frischhaltefolie oder in ein Bienenwachstuch ein, damit er nicht austrocknet. Je nach Vorliebe können Sie den Weichkäse auch einige Stunden bis Tage ausserhalb des Kühlschrankes aufbewahren. Je länger er bei Zimmertemperatur aufbewahrt wird, desto cremiger wird er. Danach rasch konsumieren.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Frischprodukte > Milchprodukte > Käse - weitere;1021533;Büffelkäse;Mischpaket mit 1.5 Kilo Büffelkäse von der Käserei Berglinde in Buttwil. Die Käse sind handgeschöpft und ausschliesslich aus thermisierter Bio-Büffelmilch hergestellt. Die Wasserbüffel beweiden Auenschutzgebiete an der Reuss in der Region um die Gemeinde Sins und verhindern damit die Verlandung und Verbuschung der Auen. Das Paket enthält jeweils: 750 g halbharten Aargauer Büffelkäse 750 g halbharten Weissschimmelkäse Rüsstaler Nebelzauber;;;;;;;Im Kühlschrank gelagert ist der Käse mindestens einen Monat lang haltbar. Wickeln Sie dazu den Käse in Frischhaltefolie oder in ein Bienenwachstuch ein, damit er nicht austrocknet. Je nach Vorliebe können Sie den Weichkäse auch einige Stunden bis Tage ausserhalb des Kühlschrankes aufbewahren. Je länger er bei Zimmertemperatur aufbewahrt wird, desto cremiger wird er. Danach rasch konsumieren.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Frischprodukte > Milchprodukte > Alp-/Bergkäse;1021676;Alpkäse aus Jenaz;2 bis 3 Monate gereifter Alpkäse von der Alp Larein in der Nähe von Jenaz, Kanton Graubünden. Die Alp wird genossenschaftlich von mehreren Bauernfamilien bewirtschaftet. Den Käse produziert und liefert uns Familie Luzi. Ihre Kühe verbringen den Sommer auf der Alp und fressen ausschliesslich Heu und Gras. Aufgrund der relativ kurzen Reifezeit ist der Käse mild und buttrig im Geschmack. Familie Luzi liefert ihn als halben Laib.;;;;;;;Im Kühlschrank gelagert hält sich der Käse mehrere Wochen lang. Wickeln Sie angeschnittene Stücke in ein Bienenwachstuch oder Frischhaltefolie ein, damit der Käse nicht austrocknet. Alternativ können Sie den Käse in kleinere Stücke schneiden, diese vakuumieren und dann im Kühlschrank oder kühlen Keller lagern. So hält sich der Käse über mindestens 10 Wochen. Er lässt sich auch problemlos einfrieren, beim Auftauen wird er dabei etwas bröckelig.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Frischprodukte > Milchprodukte > Alp-/Bergkäse;1020622;Alpkäse aus Pany;2,5 Kilo Alpkäse vom Sommer 2025 sowie 2 Kilo aus der Saison 2024, hergestellt auf Genossenschaftsalp Valpun in Graubünden. Familie Lötscher aus Pany lagert den Käse vom Sommer 2024 in einer alten Militärfestung im Alpgebiet, wo er regelmässig gepflegt wird und seinen eher rezenten Geschmack entwickelt. Der Käse aus der diesjährigen Saison ist noch jung und deshalb sehr mild im Geschmack, ähnlich wie ein Rahmkäse.;;;;;;;Im Kühlschrank gelagert hält sich der Käse mehrere Wochen lang. Wickeln Sie angeschnittene Stücke in ein Bienenwachstuch oder Frischhaltefolie ein, damit der Käse nicht austrocknet. Alternativ können Sie den Käselaib in kleinere Stücke schneiden, diese vakuumieren und dann im Kühlschrank oder kühlen Keller lagern. So hält sich der Käse über mindestens 10 Wochen. Er lässt sich auch problemlos einfrieren, beim Auftauen wird er dabei etwas bröckelig.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Frischprodukte > Milchprodukte > Alp-/Bergkäse;1022359;Bergkäse Cento per Cento aus San Carlo;Der Cento per Cento ist 7 bis 12 Monate naturgereifter Bergkäse der Caseificio Valposchiavo in San Carlo. Die kleine, genossenschaftlich geführte Käserei verarbeitet ausschliesslich Bio-Milch von 12 Betrieben in der Region. Der Cento per Cento hat eine kompakte Konsistenz und ist aufgrund seines noch relativ jungen Alters eher mild im Geschmack. Dank seiner feiner Aromatik und einer schwachen Säure eignet er sich ideal als Tafelkäse. Sie erhalten einen halben Laib mit mindestens 2.3 Kilo Gewicht.;;;;;;;;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Trockenprodukte > Grundnahrungsmittel > Grundnahrungsmittel - weitere;1021403;Bündner Bergpaket;Je 2 Packungen grüne Berglinsen, Emmer-Risotto und Pizzoccheri aus Hart- und Buchweizen vom Biohof Dusch in Paspels. Den Hof führen Georg Blunier und Claudia Haniman. Sie produzieren nach biodynamischen Richtlichen und tragen mit dem Anbau von Buchweizen, Berglinsen und Emmer zum Erhalt alter Sorten des Berggebiets bei.;;;;;;;Füllen Sie die Linsen in ein fest verschlossenes Gefäss, um sie vor Feuchtigkeit und Schädlingen zu schützen. Kühl und trocken aufbewahrt sind die Linsen mindestens ein Jahr lang haltbar.;Schweiz;Hülsenfrüchte, Pasta, Reis & Getreide, Vorrat
Produkt;Direktversand > Archiv > Interne Artikel - nicht aufschalten;Direktversand_Archiv_Interne-Artikel_Bulk;;;;;;;;;;;
Artikel;Direktversand > Archiv > Interne Artikel - nicht aufschalten > Bulk - nicht aufschalten;1020728;Mandeln;;;;;;;;;;
Artikel;Direktversand > Archiv > Interne Artikel - nicht aufschalten > Bulk - nicht aufschalten;1003091;getrocknete Aprikosen;;;;;;;;;;
Artikel;Direktversand > Archiv > Interne Artikel - nicht aufschalten > Bulk - nicht aufschalten;1022336;;;;;;;;;;;
Artikel;Direktversand > Archiv > Interne Artikel - nicht aufschalten > Bulk - nicht aufschalten;1003290;Wilde Aprikosen;;;;;;;;;;
Artikel;Direktversand > Archiv > Interne Artikel - nicht aufschalten > Bulk - nicht aufschalten;1021989;;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Nüsse;1020761;Aprikosenkerne;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Trockenprodukte;1004103;;;;;;;;;;;
